"Part Numbers","Manufacturer","Description","Unit Cost","Currency","Created By","Modified By","ID"
"CES-AP-C01-CH-SB-111708","Euchner","111708
Switch without guard locking with connection M12 5-pin, PIN 5 not connected
dimensions: 56,5x40x40, safety outputs: 2
coding: multicode
Not suitable for connection to an IP67 field module","215.15","CAD","Bradley, Tyler","Bradley, Tyler","642"
"CES-I-AP-M-C04-USI-117323","Euchner","117323
safety switch without guard locking CES-I-AP..., plug connector  M12, 5-PIN, Pin 5 not connected, 
pig tail PUR, 0,1 m
Coding: Multicode
2 safety outputs (OSSD), short circuit protection
category 4 / PL e acc. EN ISO 13849-1
Not suitable for Daisy chaining","175.53","CAD","Bradley, Tyler","Bradley, Tyler","643"
"CES-A-BBN-C04","Euchner","115271
BetÃ¤tiger fÃ¼r berÃ¼hrungslosen Sicherheitsschalter 
Actuator for  CESâ€¦C04
dimensions: 42 x 25 mm 
for use with CES switch  CES-I-AP-M-C04-USI-117323","37.76","CAD","Bradley, Tyler","Bradley, Tyler","644"
"CTP-L1-AP-M-HA-AZ-SII-137663","Euchner","137663
Multicode Safety switch with guard locking and integrated evaluation electronics,

closed-circuit current principle,direct connection to decentralized peripheral systems (e.g. ET200pro), 2 safety outputs (semiconductor outputs), Up to category 4 / PL e , Door monitoring output","636.38","CAD","Bradley, Tyler","Bradley, Tyler","645"
"AE-M-A1-99877","Euchner","99877
Emergency release for safety switch CTP/CTA/TP/STP/MGB2","139.31","CAD","Bradley, Tyler","Bradley, Tyler","646"
"AE-L-C-H-123411","Euchner","123411
Lockout bar CTP/CTA","20.66","CAD","Bradley, Tyler","Bradley, Tyler","647"
"A-C-H-W-SST-122668","Euchner","122668
Bent at bottom actuator for safety switch CTP/CTA","81.56","CAD","Bradley, Tyler","Bradley, Tyler","648"
"CTP-L1-AP-M-HA-AE-SII-137664","Euchner","137664
Multicode Safety switch with guard locking and integrated evaluation electronics,

closed-circuit current principle,direct connection to decentralized peripheral systems (e.g. ET200pro), 2 safety outputs (semiconductor outputs), Up to category 4 / PL e , Door monitoring output, With escape release","825.87","CAD","Bradley, Tyler","Bradley, Tyler","649"
"MGB2-L1HEB-PN-M-S3-CA-R-170862","Euchner","170862
MGB2 set containing of locking module (closed circuit principle), low coded, E-Stop, 3 illuminated push buttons, OMR1 key switch, enabling switch connector, handle module, escape release module and PN bus module, DIN right","3,338.53","CAD","Bradley, Tyler","Bradley, Tyler","650"
"MGB2-L1HEB-PN-M-S3-CA-L-170865","Euchner","170865
MGB2 set containing of locking module (closed circuit principle), low coded, E-Stop, 3 illuminated push buttons, OMR1 key switch, enabling switch connector, handle module, escape release module and PN bus module, DIN left","3,338.53","CAD","Bradley, Tyler","Bradley, Tyler","651"
"A-C-H-G-SST-126015","Euchner","126015
Straight actuator for safety switch CTP/CTA","73.56","CAD","Bradley, Tyler","Bradley, Tyler","652"
"MGB2-L1HEB-PN-M-S3-CA-R-170875","Euchner","170875
MGB2 set containing of locking module L1 (closed circuit principle), low coded, E-Stop and 3 illuminated push buttons, handle module, escape release, PN bus module, DIN right","3,078.13","CAD","Bradley, Tyler","Bradley, Tyler","653"
"MGB2-L1HEB-PN-M-S3-CA-L-170878","Euchner","170878
MGB2 set containing of locking module L1 (closed circuit principle), low coded, E-Stop and 3 illuminated push buttons, handle module, escape release, PN bus module, DIN left","3,078.13","CAD","Bradley, Tyler","Bradley, Tyler","654"
"CES-A-BPA","Euchner","98775
Actuator CES-A-BPA  for safety switch CES-A..-C01â€¦
dimensions: 40 x 40 mm","41.19","CAD","Bradley, Tyler","Bradley, Tyler","655"
"CES-A-BBA Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â ","Euchner","71840
Actuator CES-A-BBA for safety switch CES-A..-C01...
dimensions..: 42x25x32","39.02","CAD","Bradley, Tyler","Bradley, Tyler","656"
"531030","Festo","Service unit infront of robots or individual valves","0","CAD","Bradley, Tyler","Bradley, Tyler","657"
"8073100","Festo","Plant area without vacuum-1 safety zone
11 valves","0","CAD","Bradley, Tyler","Bradley, Tyler","658"
"FestoMisc3","Festo","Power Cable 10m","150","CAD","Bradley, Tyler","Bradley, Tyler","659"
"FestoMisc2","Festo","Profisafe Cable 10m","200","CAD","Bradley, Tyler","Bradley, Tyler","660"
"FestoMisc1","Festo","Misc Festo","500","CAD","Bradley, Tyler","Bradley, Tyler","661"
"8186121","Festo","Service unit    3/4"" HIGHFLOW ""C2M""","1,380.71","CAD","Bradley, Tyler","Bradley, Tyler","662"
"ELC150R17-900","Leuze","72101109
Sicherheits-Lichtvorhang EmpfÃ¤nger, Type: 4, IEC/EN 61496, SIL: 3, IEC 61508, Performance Level (PL): e, EN ISO 13849-1, Kategorie: 4, EN ISO 13849, Resolution: 17 mm, Protective field height: 900 mm, Response time: 13,2 ms, Connection: Cable with connector, M12, Metal, 4-pin, 200 mm, PUR, Included in delivery contents: 2x sliding block","1,757.79","CAD","Bradley, Tyler","Bradley, Tyler","663"
"ELC105T17-1200","Leuze","72100112
Safety light curtain transmitter, Type: 4, IEC/EN 61496, SIL: 3, IEC 61508, Resolution: 17 mm, Protective field height: 1.200 mm, Operating range: 0,5 ... 6 m, Connection: Cable with connector, M12, Metal, 4-pin, 200 mm, PUR, Included in delivery contents: 2x sliding block","1,144.91","CAD","Bradley, Tyler","Bradley, Tyler","664"
"ELC105T17-1500","Leuze","72100115
Safety light curtain transmitter, Type: 4, IEC/EN 61496, SIL: 3, IEC 61508, Resolution: 17 mm, Protective field height: 1.500 mm, Operating range: 0,5 ... 6 m, Connection: Cable with connector, M12, Metal, 4-pin, 200 mm, PUR, Included in delivery contents: 2x sliding block","1,352.49","CAD","Bradley, Tyler","Bradley, Tyler","665"
"ELC105T17-300","Leuze","72100103
Safety light curtain transmitter, Type: 4, IEC/EN 61496, SIL: 3, IEC 61508, Resolution: 17 mm, Protective field height: 300 mm, Operating range: 0,5 ... 6 m, Connection: Cable with connector, M12, Metal, 4-pin, 200 mm, PUR, Included in delivery contents: 2x sliding block","575.15","CAD","Bradley, Tyler","Bradley, Tyler","666"
"ELC105T17-600","Leuze","72100106
Safety light curtain transmitter, Type: 4, IEC/EN 61496, SIL: 3, IEC 61508, Resolution: 17 mm, Protective field height: 600 mm, Operating range: 0,5 ... 6 m, Connection: Cable with connector, M12, Metal, 4-pin, 200 mm, PUR, Included in delivery contents: 2x sliding block","785.44","CAD","Bradley, Tyler","Bradley, Tyler","667"
"ELC105T17-900","Leuze","72100109
Safety light curtain transmitter, Type: 4, IEC/EN 61496, SIL: 3, IEC 61508, Resolution: 17 mm, Protective field height: 900 mm, Operating range: 0,5 ... 6 m, Connection: Cable with connector, M12, Metal, 4-pin, 200 mm, PUR, Included in delivery contents: 2x sliding block","971.45","CAD","Bradley, Tyler","Bradley, Tyler","668"
"ELC150R17-600","Leuze","72101106
Sicherheits-Lichtvorhang EmpfÃ¤nger, Type: 4, IEC/EN 61496, SIL: 3, IEC 61508, Performance Level (PL): e, EN ISO 13849-1, Kategorie: 4, EN ISO 13849, Resolution: 17 mm, Protective field height: 600 mm, Response time: 9,3 ms, Connection: Cable with connector, M12, Metal, 4-pin, 200 mm, PUR, Included in delivery contents: 2x sliding block","1,335.41","CAD","Bradley, Tyler","Bradley, Tyler","669"
"ELC150R17-300","Leuze","72101103
Sicherheits-Lichtvorhang EmpfÃ¤nger, Type: 4, IEC/EN 61496, SIL: 3, IEC 61508, Performance Level (PL): e, EN ISO 13849-1, Kategorie: 4, EN ISO 13849, Resolution: 17 mm, Protective field height: 300 mm, Response time: 5,4 ms, Connection: Cable with connector, M12, Metal, 4-pin, 200 mm, PUR, Included in delivery contents: 2x sliding block","912.15","CAD","Bradley, Tyler","Bradley, Tyler","670"
"ELC150R17-1500","Leuze","72101115
Sicherheits-Lichtvorhang EmpfÃ¤nger, Type: 4, IEC/EN 61496, SIL: 3, IEC 61508, Performance Level (PL): e, EN ISO 13849-1, Kategorie: 4, EN ISO 13849, Resolution: 17 mm, Protective field height: 1.500 mm, Response time: 21 ms, Connection: Cable with connector, M12, Metal, 4-pin, 200 mm, PUR, Included in delivery contents: 2x sliding block","2,600.75","CAD","Bradley, Tyler","Bradley, Tyler","671"
"ELC150R17-1200","Leuze","72101112
Sicherheits-Lichtvorhang EmpfÃ¤nger, Type: 4, IEC/EN 61496, SIL: 3, IEC 61508, Performance Level (PL): e, EN ISO 13849-1, Kategorie: 4, EN ISO 13849, Resolution: 17 mm, Protective field height: 1.200 mm, Response time: 17,1 ms, Included in delivery contents: 2x sliding block","2,179.27","CAD","Bradley, Tyler","Bradley, Tyler","672"
"SLS46CI-70.K28","Leuze","50121912
Single beam safety device , typ2, transmitter Operating range: 5 ... 70 m; Light source: LED, Infrared; Response time: 2.5 ms","155.47","CAD","Bradley, Tyler","Bradley, Tyler","673"
"SLE46CI-70.K2/4P","Leuze","50121920
Single beam safety device, typ2, ,receiver Response time: 2.5 ms","201.31","CAD","Bradley, Tyler","Bradley, Tyler","674"
"SLE46C-K40.K4/4P","Leuze","50126327
Single beam safety device receiver Response time: 2.5 ms","221.97","CAD","Bradley, Tyler","Bradley, Tyler","675"
"SLS46C-40.K48","Leuze","50126545
Single beam safety device transmitter Operating range: 0.25 ... 40 m; Light source: LED, Red; Response time: 2.5 ms","173.44","CAD","Bradley, Tyler","Bradley, Tyler","676"
"MSI-TRMB-01","Leuze","547931
Safety relay","344.19","CAD","Bradley, Tyler","Bradley, Tyler","677"
"SLS46C-70.K48","Leuze","50126547
Single beam safety device , typ4, transmitter Operating range: 5 ... 70 m; Light source: LED, Red; Response time: 2.5 ms","179.73","CAD","Bradley, Tyler","Bradley, Tyler","678"
"SLE46C-70.K4/4P","Leuze","50126329
Response time: 2.5 ms","239.04","CAD","Bradley, Tyler","Bradley, Tyler","679"
"BT-2Z","Leuze","429057
BT-Z  parallel bracket 2x Design of mounting device: Angle, Z-shape; Material: Metal","35.95","CAD","Bradley, Tyler","Bradley, Tyler","680"
"BT-2SB10","Leuze","424422
BT-2SB10 swiveling mounting bracket 2x Design of mounting device: Mounting clamp; Type of mounting device: Swiveling; Material: Metal","55.72","CAD","Bradley, Tyler","Bradley, Tyler","681"
"BT-2HF","Leuze","429393
swivel mount BT-2HF 2x incl. 1x MLC cylincer Type of mounting device: Turning, 360Â°; Material: Metal, Plastic","24.27","CAD","Bradley, Tyler","Bradley, Tyler","682"
"AC-TR14/30","Leuze","349945
Test rod  14/30 mm Diameter 1: 14 mm; Diameter 2: 30 mm","17.08","CAD","Bradley, Tyler","Bradley, Tyler","683"
"AC-TR20/40","Leuze","349939
Test rod 20/40 mm Diameter 1: 20 mm; Diameter 2: 40 mm","17.97","CAD","Bradley, Tyler","Bradley, Tyler","684"
"AC-SCM8","Leuze","520038
sensor modul for muting","219.28","CAD","Bradley, Tyler","Bradley, Tyler","685"
"UDC-1900-S3","Leuze","549854
0Device column, U-shaped profile height 1900 mm","470.91","CAD","Bradley, Tyler","Bradley, Tyler","686"
"UDC-1600-S2","Leuze","549853
Device column, U-shaped profile height 1600 mm Column height without foot: 1,600 mm","436.75","CAD","Bradley, Tyler","Bradley, Tyler","687"
"LA-78U","Leuze","560020
external  laser alignment aid","524.83","CAD","Bradley, Tyler","Bradley, Tyler","688"
"AC-ALM-M","Leuze","520101
external  alignment aid","398.11","CAD","Bradley, Tyler","Bradley, Tyler","689"
"BT-2SSD-270","Leuze","429049
swivel moun, vibration-dampe 2x incl. 1x MLC cxlinder swivel moun, vibration-dampe 2x incl. 1x MLC cxlinder","26.96","CAD","Bradley, Tyler","Bradley, Tyler","690"
"BT-2L","Leuze","429056
BT-L mounting bracket 2 x Design of mounting device: Angle, L-shape; Material: Metal","29.65","CAD","Bradley, Tyler","Bradley, Tyler","691"
"BT-2P40","Leuze","424417
BT-P40 clamp bracket for mounting in UDC device columns 2x Design of mounting device: Mounting clamp; Type of mounting device: Clampable; Material: Metal","47.63","CAD","Bradley, Tyler","Bradley, Tyler","692"
"CSL710-R40-1570.A/L-M12","Leuze","50128971
Receiver switching Light curtain; Beam spacing: 40mm, Measurment field range: 1570mm, Connetion: M12 5-pin, Operating Range: 0,3-7m","1,247.35","CAD","Bradley, Tyler","Bradley, Tyler","693"
"KDS DN-M12-5A-M12-5A-P3-020","Leuze","50129780
Interconnetion cable for CSL 700, M12 5-pin, shielded, length: 2m","68.29","CAD","Bradley, Tyler","Bradley, Tyler","694"
"CSL710-T40-1570.A-M12","Leuze","50129053
Transmitter switching Light curtain; Beam spacing: 40mm, Measurment field range: 1570mm, Connetion: M12 5-pin, Operating Range: 0,3-7m","904.96","CAD","Bradley, Tyler","Bradley, Tyler","695"
"MICS3-CCAZ90PZ1P01","SICK","1100394
microScan3 Pro - PROFINET AIDA","4,295.27","CAD","Bradley, Tyler","Bradley, Tyler","696"
"Mounting Kit","SICK","2102289
Heavy-duty mounting kit for floor mounting","376.66","CAD","Bradley, Tyler","Bradley, Tyler","697"
"YF2L15-020UH1XLEAX","SICK","2099599
Connecting cable, M12, 5-pin, straight, L-coded, lenght 2m, PUR","35.93","CAD","Bradley, Tyler","Bradley, Tyler","698"
"YF2L15-200UH1XLEAX","SICK","2099628
Connecting cable, M12, 5-pin, straight, L-coded, lenght 20m, PUR","106.86","CAD","Bradley, Tyler","Bradley, Tyler","699"
"CC4030K17M300G","Molex","30m 480VAC CABLE, ASSEMBLY, M35 4 PIN, MALE STRAIGHT/FEMALE STRAIGHT, TC-ER, FT4, 30 METER, 10 AWG, 600V, 25A","593.35","CAD","Bradley, Tyler","Bradley, Tyler","700"
"334T30K26M140A3","Molex","480VAC BRAD POWER C-SIZE (M29), 4 POLE DOUBLE ENDED, MALE/FEMAILE CORDSET, 14 METER (LOAD SIDE AFTER VFDs)","717.89","CAD","Bradley, Tyler","Bradley, Tyler","701"
"304T06K26M005A3","Molex","480VAC BRAD POWER C-SIZE (M29), 4 POLE SINGLE ENDED MALE CORDSET, 0.5 METER","99.31","CAD","Bradley, Tyler","Bradley, Tyler","702"
"114030K12M040","Molex","24VDC CORD, ASSEMBLY, MINI 4 PIN, TPE, MALE-IN-LINE/ FEMALE, 4 METER","90.21","CAD","Bradley, Tyler","Bradley, Tyler","703"
"114030K12M230","Molex","24VDC CORD, ASSEMBLY, MINI 4 PIN, TPE, MALE-IN-LINE/ FEMALE, 23 METER","273.53","CAD","Bradley, Tyler","Bradley, Tyler","704"
"114030K12M380","Molex","24VDC CORD, ASSEMBLY, MINI 4 PIN, TPE, MALE-IN-LINE/ FEMALE, 38 METER","535.81","CAD","Bradley, Tyler","Bradley, Tyler","705"
"2762660000","Weidmueller","JB 25-50 TH
Potential collector 2x 16-50mmÂ²block Rated cross section: screw connection, direct mounting 39mmx32mmx24mm","17.32","CAD","Bradley, Tyler","Bradley, Tyler","706"
"1547500000","Weidmueller","JB 25-50
Potential collector block","24.98","CAD","Bradley, Tyler","Bradley, Tyler","707"
"1547490000","Weidmueller","EBB 25-50/16
Potential collector block","21.43","CAD","Bradley, Tyler","Bradley, Tyler","708"
"2623930000","Weidmueller","FB 16-50
Potential collector block 1 x 16-50mmÂ² ring conductor
Width 20 mm Height: 24 mm Depth: 24 mm
clamping range max: 50mmÂ²
clamping range min: 16mmÂ²
Material: brass
Tightening torque clamping screw: 5 Nm
Mounting on cable duct with M6x9 screw","14.57","CAD","Bradley, Tyler","Bradley, Tyler","709"
"4323230000","Weidmueller","RKDG D13 PT6
Seal for round cable 11 - 13 mm","2.9","CAD","Bradley, Tyler","Bradley, Tyler","710"
"8000055046","Weidmueller","FP Box 10P AC DC
FieldPowerÂ® Box 400V AC & 24V DC without gaskets,gaskets must be ordered separately","476.87","CAD","Bradley, Tyler","Bradley, Tyler","711"
"4323210000","Weidmueller","RKDG D11 PT6
Seal for round cable 9- 11 mm","2.9","CAD","Bradley, Tyler","Bradley, Tyler","712"
"8000055047","Weidmueller","FP Box 10P AC DC ON/OFF
FieldPowerÂ® Box 400V AC & 24V DC with maintenance switch, without gaskets, gaskets must be ordered separately","1,032.50","CAD","Bradley, Tyler","Bradley, Tyler","713"
"4323240000","Weidmueller","DG DO PT6
blind seal","2.9","CAD","Bradley, Tyler","Bradley, Tyler","714"
"4324010000","Weidmueller","RKDG D17 PT6
Seal for round cable 15 - 17 mm","2.9","CAD","Bradley, Tyler","Bradley, Tyler","715"
"4323220000","Weidmueller","RKDG D15 PT6
Seal for round cable 13 - 15 mm","2.9","CAD","Bradley, Tyler","Bradley, Tyler","716"
"4329610000","Weidmueller","RKDG D9 PT6
Seal for round cable  7,5 - 9 mm","2.9","CAD","Bradley, Tyler","Bradley, Tyler","717"
"1957580000","Weidmueller","FP Box GF10 AC
FieldPowerÂ® Box 400V AC & 24V DC without gaskets,gaskets must be ordered separately","60.01","CAD","Bradley, Tyler","Bradley, Tyler","718"
"1547450000","Weidmueller","IE-CL240W-PP-REMOTE
FreeCon contactless (remote)","801","CAD","Bradley, Tyler","Bradley, Tyler","719"
"1547440000","Weidmueller","IE-CL240W-PP-BASE
FreeCon contactless (Base)","942.67","CAD","Bradley, Tyler","Bradley, Tyler","720"
"2623940000","Weidmueller","IE-CL27V5A-PP-S
FreeCon contactless (remote)","1,207.47","CAD","Bradley, Tyler","Bradley, Tyler","721"
"HR-B2","Keyence","Rechargeable Battery Pack, Lithium-ion, 3350 mAh, Dimensions 20.5 Ã— 22.4 Ã— 70.7 mm, Weight 55 g","1","USD","Bradley, Tyler","Bradley, Tyler","722"
"HR-UC2","Keyence","Wireless Communication & Charging Cradle, 12 VDC Power, Max 1500 mA, IP65/IP67, Charging Temp 0â€“40Â°C, Storage Temp -20â€“60Â°C, Material PC, Weight 330 g","1","USD","Bradley, Tyler","Bradley, Tyler","723"
"HR-C2N","Keyence","Network Unit Cable, 2 m Length, Compatible with HR-X Series Handheld Scanners","1","USD","Bradley, Tyler","Bradley, Tyler","724"
"HR-NU2","Keyence","Network Unit, RS-232C & Ethernet Communication, Supports EtherNet/IP & PROFINET, 3 Control Outputs, 24 VDC Power, Material PC, Weight 140 g","1","USD","Bradley, Tyler","Bradley, Tyler","725"
"3VA5130-4EF31-0AA0","Siemens","Low Voltage Molded Case Circuit Breaker, 690 VAC, 500 VDC, 30 A, 3 Poles, Thermal Magnetic Trip, 14 kA at 600Y/347 V, 25 kA at 480 V, 65 kA at 240 V, IP40 Enclosure","357.70","CAD","Bradley, Tyler","Bradley, Tyler","726"
"3VA9133-0JB11","Siemens","wire connector TA1.1 8 AWG...3/0 3 units accessory for: 3VA41; 3VA51
","22.49","CAD","Bradley, Tyler","Bradley, Tyler","727"
"3VA9137-0FK31","Siemens","door mounted rotary operator standard NEMA types 1, 3R, 12, 4/4X with door interlock and door opening position accessory for: 3VA51
","96.37","CAD","Bradley, Tyler","Bradley, Tyler","728"
"3VA5110-4EF31-0AA0","Siemens","Molded Case Circuit Breaker, 125 A, 3 Poles, 480 V, Thermal Magnetic Trip, TM240 Unit, Adjustable Overload (Ir 80–100 A), Adjustable Short-Circuit (Ii 5–10×In), 25 kA at 480 V","463.05","CAD","Bradley, Tyler","Bradley, Tyler","729"
"5840600","Rittal","Free-Standing Enclosure, Sheet Steel, 1000×1800×400 mm, Double Door, NEMA 12/IP55, Dipcoat Primed/Powder Coated, VX25 Compatible","853.66","USD","Bradley, Tyler","Bradley, Tyler","730"
"Enclosure Peripherals","Rittal","8660024 x2
8660041 x2
2500220
2500500
8611070","560","USD","Bradley, Tyler","Bradley, Tyler","731"
"5846600","Rittal","Free-Standing Enclosure, Sheet Steel, 1800×2000×500 mm, Double Door, Two Mounting Levels, Screw-Fastened Rear Panel, VX25 Accessory Compatible","1500","USD","Bradley, Tyler","Bradley, Tyler","732"
"1213000","Rittal","Compact Enclosure, AX Series, 1000×1200×300 mm, Carbon Steel, Wall Mount, NEMA 12, Foamed-In PU Seal, 3-Point Lock, 1000 VAC/1500 VDC","410.53","USD","Bradley, Tyler","Bradley, Tyler","733"
"70E-ECQB4ER-Z","Festo","CPX-AP-A Unit with 4x M8 8 Input modules","871.01","EUR","Bradley, Tyler","Bradley, Tyler","734"
"VTUX-A-S-API-US16J-XLRVAWBGYBGAWBGYBGAWBGYBGAWBGYBGRV4ARV4ARV4AXR-UL1","Festo","16 J type AP-I VTUX Valve manifold","877.05","EUR","Bradley, Tyler","Bradley, Tyler","735"
"VTUX-A-S-API-US8J-XLRVAWBGYBGAWBGYBGAWBGYBGAWBGYBGRV4AXR-UL1","Rittal","8 J type AP-I VTUX Valve manifold","477.67","EUR","Bradley, Tyler","Bradley, Tyler","736"
"6AV2128-3XB06-0AX1","Siemens","SIMATIC HMI MTP2200, Unified Comfort Panel, touch operation, 21.5"" widescreen TFT display, 16 million colors, PROFINET interface, configurable as of WinCC Unified Comfort V16","5672.76","CAD","Bradley, Tyler","Bradley, Tyler","737"
"VTUX-A-S-APA-US8J-XLRV4ARV4AXR  70E-PNQBERLKB-X","Festo","CPX-APA M8 8 Input, 4 IO Link Master, 8 J type Vtux Manifold","1321.84","EUR","Bradley, Tyler","Bradley, Tyler","738"
"6AV7252-5EC20-1BB0","Siemens","SIMATIC IPC PX-39A PRO 22"" multi-touch (1920 x 1080); fully enclosed IP65; 4 USB (back); without USB (front); Ethernet (10/100/1000); Intel Xeon W-11555MLE (1.9/4.4 GHz, 6C/12T); 16 GB; 1st mass storage: M.2 SSD 512 GB Eco; without 2nd mass storage; Windows 10 IoT Enterprise 2021 LTSC with Celeron processors, W-11155MLE, W-11555MLE; support arm (expandable, round pipe); with USB flash drive (restore image; D&D) 24 V DC industrial power supply (premium, power failure, isolated, bridging time)","4111.80","CAD","Bradley, Tyler","Bradley, Tyler","739"
"VV5QC21-08C6SD6EA2N4-126600-PRD","SMC","EX600 Series distributed IO with VVQC2000 valves- 4x 8DI(m3), 8x5/2 double solenoid","1347.57","USD","Bradley, Tyler","Bradley, Tyler","741"
"Ford ACP Modifier","Modifier","Adding for Custom enclosure modifier, Energy monitoring, and other Misc to update to original bom price","5000","CAD","Bradley, Tyler","Bradley, Tyler","743"
"6AV7252-3CC10-1BA0","Siemens","SIMATIC IPC PX-39A PRO 19"" multi-touch (1920 x 1080); fully enclosed IP65; 4 USB (back); without USB (front); Ethernet (10/100/1000); Intel Xeon W-11155MLE (1.8/3.1 GHz, 4C/8T); 16 GB; 1st mass storage: M.2 SSD 256 GB Eco; without 2nd mass storage; Windows 10 IoT Enterprise 2021 LTSC with Celeron processors, W-11155MLE, W-11555MLE; support arm (expandable, round pipe); without USB flash drive (restore image; D&D) 24 V DC industrial power supply (premium, power failure, isolated, bridging time)","6825.84","CAD","Bradley, Tyler","Bradley, Tyler","744"
"6ES7672-7FD02-0YG0","Siemens","SIMATIC S7-1500 Failsafe Software Controller CPU 1507S F single license for 1 installation, runtime software class A, software, documentation and license for download, 1 language (en), executable in SIMATIC Industrial OS V3 reference hardware: SIMATIC IPC2x7G, IPC4x7E, BX/PX-39A","1806.53","CAD","Bradley, Tyler","Bradley, Tyler","745"
"6AV2154-1FB01-8AA0","Siemens","SIMATIC WinCC Unified V18 PC Runtime 5k PowerTags, runtime software in the TIA Portal; single license; with software and documentation on DVD; license key on USB flash drive; class A; 5 languages: de,en,fr,es,it; please observe product release: support.industry.siemens.com entry ID: 109807122 - - content: set (1x DVD + 1x USB)","5,932.20 ","CAD","Bradley, Tyler","Bradley, Tyler","746"
"EGSS-BS-KF-32-50-8P-ST-M-H1-PLK-AA","Festo","Mini Slide Unit, Ball Screw Drive, 50mm Stroke, Stepper Motor, Integrated Controller, IO-Link, ±15µm Accuracy, 24VDC, IP40, Recirculating Ball Bearing Guide
","693.24","EUR","Bradley, Tyler","Bradley, Tyler","747"
"BTP Adder","Adder","Blank Adder for BTP Costing","1","CAD","Bradley, Tyler","Bradley, Tyler","748"
"1232203F","AWP","Cable Seal, Aluminum Body, Galvanized Steel Cable, Variant Size, ISO 17712 Compliant","2.47","CAD","Bradley, Tyler","Bradley, Tyler","763"
"1001803","Elettrotek Kabel","LF100 Control Cable, 18 AWG, 3C, PVC Jacket, Oil Resistant, UL 600 V, OD 6.68 mm","1.14","CAD","Bradley, Tyler","Bradley, Tyler","764"
"1001807","Elettrotek Kabel","LF100 Control Cable, 18 AWG, 7C, PVC Jacket, Oil Resistant, UL 600 V, OD 8.66 mm","2.67","CAD","Bradley, Tyler","Bradley, Tyler","765"
"1001812","Elettrotek Kabel","LF100 Control Cable, 18 AWG, 12C, PVC Jacket, Oil Resistant, UL 600 V, OD 11.35 mm","4.8","CAD","Bradley, Tyler","Bradley, Tyler","766"
"1001825","Elettrotek Kabel","LF100 Control Cable, 18 AWG, 25C, PVC Jacket, Oil Resistant, UL 600 V, OD 16.3 mm","8.11","CAD","Bradley, Tyler","Bradley, Tyler","767"
"1001005","Elettrotek Kabel","LF100 Control Cable, 10 AWG, 5C, PVC Jacket, Oil Resistant, UL 600 V, OD 15.82 mm","9.75","CAD","Bradley, Tyler","Bradley, Tyler","768"
"1001205","Elettrotek Kabel","LF100 Control Cable, 12 AWG, 5C, PVC Jacket, Oil Resistant, UL 600 V, OD 12.7 mm","6.21","CAD","Bradley, Tyler","Bradley, Tyler","769"
"1001405","Elettrotek Kabel","LF100 Control Cable, 14 AWG, 5C, PVC Jacket, Oil Resistant, UL 600 V, OD 9.98 mm","4.29","CAD","Bradley, Tyler","Bradley, Tyler","770"
"1001404","Elettrotek Kabel","LF100 Control Cable, 14 AWG, 4C, PVC Jacket, Oil Resistant, UL 600 V, OD 10.92 mm","2.86","CAD","Bradley, Tyler","Bradley, Tyler","771"
"1001403","Elettrotek Kabel","LF100 Control Cable, 14 AWG, 3C, PVC Jacket, Oil Resistant, UL 600 V","2.25","CAD","Bradley, Tyler","Bradley, Tyler","772"
"1001604","Elettrotek Kabel","LF100 Control Cable, 16 AWG, 4C, PVC Jacket, Oil Resistant, UL 600 V, OD 7.9 mm","1.87","CAD","Bradley, Tyler","Bradley, Tyler","773"
"1001603","Elettrotek Kabel","LF100 Control Cable, 16 AWG, 3C, PVC Jacket, Oil Resistant, UL 600 V, OD 7.2 mm","1.49","CAD","Bradley, Tyler","Bradley, Tyler","774"
"2920447","Phoenix Contact","Type 2 surge arrester with base
","297.16","CAD","Bradley, Tyler","Bradley, Tyler","775"
"3RV2811-4AD10","Siemens","CIRCUIT-BREAKER UL489 15A 600 VAC 3 Phase
","161.84","CAD","Bradley, Tyler","Bradley, Tyler","776"
"3VA5130-4ED36-0AA0","Siemens","Molded Case Circuit Breaker, 3VA51 Frame, 30 A, 3-Pole, 25 kA @ 480 V, TM210 Thermal-Magnetic Trip, Fixed Ir & Ii, Aluminum Lug Connection","394.45","CAD","Bradley, Tyler","Bradley, Tyler","777"
"7KM4220-1BA01-1EA0","Siemens","SENTRON PAC4220, Power Monitoring Device with color graphic TFT display PMD-III acc. to IEC 61557-12 active energy Class 0.2 ","4110","CAD","Bradley, Tyler","Bradley, Tyler","778"
"6ES7516-3FP03-0AB0","Siemens","SIMATIC S7-1500F Safety CPU, 3 MB Program Memory, 7.5 MB Data Memory, PROFINET IRT/RT, PROFIBUS, 6 ns Bit Performance, 24 V DC, LCD Display","5,679.23","CAD","Bradley, Tyler","Bradley, Tyler","779"
"33290F70041A14","Elettrotek Kabel","shielded 14/4","8.51","CAD","Bradley, Tyler","Bradley, Tyler","780"
"33290F70041A16","Elettrotek Kabel","Shiedled 16/4","5.45","CAD","Bradley, Tyler","Bradley, Tyler","781"
"THTEP-171-593-.5","BRADY","Device Label , White, 1.06'' X 0.49'', B-593 Raised","153.09","CAD","Bradley, Tyler","Bradley, Tyler","782"
"THTEP-178-593-.5","BRADY","Device Label , White, 3'' X 3.5'', B-593 Raised","835.27","CAD","Bradley, Tyler","Bradley, Tyler","783"
